          min -3.12958e-027  max 24.103
          min -4.92303e-027  max 38.1896
  -- Solve :
          min -4.91728e-027  max 38.1427
  -- Solve :
          min -4.91155e-027  max 38.0958
  -- Solve :
          min -4.90582e-027  max 38.049
  -- Solve :
          min -4.90009e-027  max 38.0023
  -- Solve :
          min -4.89437e-027  max 37.9556
  -- Solve :
          min -4.88865e-027  max 37.909
  -- Solve :
          min -4.88294e-027  max 37.8625
  -- Solve :
          min -4.87724e-027  max 37.816
  -- Solve :
          min -4.87153e-027  max 37.7696
  -- Solve :
          min -4.86584e-027  max 37.7233
  -- Solve :
          min -4.86015e-027  max 37.677
  -- Solve :
          min -4.85446e-027  max 37.6308
  -- Solve :
          min -4.84878e-027  max 37.5846
  -- Solve :
          min -4.84311e-027  max 37.5386
  -- Solve :
          min -4.83744e-027  max 37.4925
  -- Solve :
          min -4.83178e-027  max 37.4466
  -- Solve :
          min -4.82612e-027  max 37.4007
  -- Solve :
          min -4.82046e-027  max 37.3548
  -- Solve :
          min -4.81481e-027  max 37.3091
  -- Solve :
          min -4.80917e-027  max 37.2634
  -- Solve :
          min -4.80353e-027  max 37.2177
  -- Solve :
          min -4.7979e-027  max 37.1721
  -- Solve :
          min -4.79227e-027  max 37.1266
  -- Solve :
          min -4.78665e-027  max 37.0811
  -- Solve :
          min -4.78103e-027  max 37.0357
  -- Solve :
          min -4.77542e-027  max 36.9904
  -- Solve :
          min -4.76981e-027  max 36.9451
  -- Solve :
          min -4.76421e-027  max 36.8999
  -- Solve :
          min -4.75862e-027  max 36.8547
  -- Solve :
          min -4.75303e-027  max 36.8096
  -- Solve :
          min -4.74744e-027  max 36.7646
  -- Solve :
          min -4.74186e-027  max 36.7196
  -- Solve :
          min -4.73629e-027  max 36.6747
  -- Solve :
          min -4.73072e-027  max 36.6298
  -- Solve :
          min -4.72515e-027  max 36.585
  -- Solve :
          min -4.71959e-027  max 36.5403
  -- Solve :
          min -4.71404e-027  max 36.4956
  -- Solve :
          min -4.70849e-027  max 36.451
  -- Solve :
          min -4.70295e-027  max 36.4065
  -- Solve :
          min -4.69741e-027  max 36.362
  -- Solve :
          min -4.69188e-027  max 36.3175
  -- Solve :
          min -4.68635e-027  max 36.2731
  -- Solve :
          min -4.68083e-027  max 36.2288
  -- Solve :
          min -4.67532e-027  max 36.1845
  -- Solve :
          min -4.66981e-027  max 36.1403
  -- Solve :
          min -4.6643e-027  max 36.0962
  -- Solve :
          min -4.6588e-027  max 36.0521
  -- Solve :
          min -4.65331e-027  max 36.0081
  -- Solve :
          min -4.64782e-027  max 35.9641
  -- Solve :
          min -4.64233e-027  max 35.9202
  -- Solve :
          min -4.63686e-027  max 35.8763
  -- Solve :
          min -4.63138e-027  max 35.8325
  -- Solve :
          min -4.62592e-027  max 35.7888
  -- Solve :
          min -4.62045e-027  max 35.7451
  -- Solve :
          min -4.615e-027  max 35.7015
  -- Solve :
          min -4.60955e-027  max 35.6579
  -- Solve :
          min -4.6041e-027  max 35.6144
  -- Solve :
          min -4.59866e-027  max 35.5709
  -- Solve :
          min -4.59322e-027  max 35.5275
  -- Solve :
          min -4.58779e-027  max 35.4842
  -- Solve :
          min -4.58237e-027  max 35.4409
  -- Solve :
          min -4.57695e-027  max 35.3976
  -- Solve :
          min -4.57154e-027  max 35.3545
  -- Solve :
          min -4.56613e-027  max 35.3113
  -- Solve :
          min -4.56073e-027  max 35.2683
  -- Solve :
          min -4.55533e-027  max 35.2253
  -- Solve :
          min -4.54994e-027  max 35.1823
  -- Solve :
          min -4.54455e-027  max 35.1394
  -- Solve :
          min -4.53917e-027  max 35.0966
  -- Solve :
          min -4.5338e-027  max 35.0538
  -- Solve :
          min -4.52843e-027  max 35.011
  -- Solve :
          min -4.52306e-027  max 34.9684
  -- Solve :
          min -4.5177e-027  max 34.9257
  -- Solve :
          min -4.51235e-027  max 34.8832
  -- Solve :
          min -4.507e-027  max 34.8407
  -- Solve :
          min -4.50166e-027  max 34.7982
  -- Solve :
          min -4.49632e-027  max 34.7558
  -- Solve :
          min -4.49099e-027  max 34.7135
  -- Solve :
          min -4.48566e-027  max 34.6712
  -- Solve :
          min -4.48034e-027  max 34.6289
  -- Solve :
          min -4.47503e-027  max 34.5867
  -- Solve :
          min -4.46972e-027  max 34.5446
  -- Solve :
          min -4.46441e-027  max 34.5025
  -- Solve :
          min -4.45911e-027  max 34.4605
  -- Solve :
          min -4.45382e-027  max 34.4185
  -- Solve :
          min -4.44853e-027  max 34.3766
  -- Solve :
          min -4.44325e-027  max 34.3347
  -- Solve :
          min -4.43797e-027  max 34.2929
  -- Solve :
          min -4.4327e-027  max 34.2511
  -- Solve :
          min -4.42743e-027  max 34.2094
  -- Solve :
          min -4.42217e-027  max 34.1678
  -- Solve :
          min -4.41692e-027  max 34.1262
  -- Solve :
          min -4.41167e-027  max 34.0846
  -- Solve :
          min -4.40642e-027  max 34.0431
  -- Solve :
          min -4.40118e-027  max 34.0017
  -- Solve :
          min -4.39595e-027  max 33.9603
  -- Solve :
          min -4.39072e-027  max 33.919
  -- Solve :
          min -4.3855e-027  max 33.8777
  -- Solve :
          min -4.38028e-027  max 33.8364
  -- Solve :
          min -4.37507e-027  max 33.7953
  -- Solve :
          min -4.36986e-027  max 33.7541
  -- Solve :
          min -4.36466e-027  max 33.7131
  -- Solve :
          min -4.35947e-027  max 33.672
  -- Solve :
          min -4.35428e-027  max 33.6311
  -- Solve :
          min -4.34909e-027  max 33.5901
  -- Solve :
          min -4.34391e-027  max 33.5493
  -- Solve :
          min -4.33874e-027  max 33.5084
  -- Solve :
          min -4.33357e-027  max 33.4677
  -- Solve :
          min -4.32841e-027  max 33.427
  -- Solve :
          min -4.32325e-027  max 33.3863
  -- Solve :
          min -4.3181e-027  max 33.3457
  -- Solve :
          min -4.31295e-027  max 33.3051
  -- Solve :
          min -4.30781e-027  max 33.2646
  -- Solve :
          min -4.30268e-027  max 33.2241
  -- Solve :
          min -4.29755e-027  max 33.1837
  -- Solve :
          min -4.29242e-027  max 33.1434
  -- Solve :
          min -4.2873e-027  max 33.1031
  -- Solve :
          min -4.28219e-027  max 33.0628
  -- Solve :
          min -4.27708e-027  max 33.0226
  -- Solve :
          min -4.27198e-027  max 32.9824
  -- Solve :
          min -4.26688e-027  max 32.9423
  -- Solve :
          min -4.26179e-027  max 32.9023
  -- Solve :
          min -4.25671e-027  max 32.8622
  -- Solve :
          min -4.25162e-027  max 32.8223
  -- Solve :
          min -4.24655e-027  max 32.7824
  -- Solve :
          min -4.24148e-027  max 32.7425
  -- Solve :
          min -4.23641e-027  max 32.7027
  -- Solve :
          min -4.23136e-027  max 32.6629
  -- Solve :
          min -4.2263e-027  max 32.6232
  -- Solve :
          min -4.22125e-027  max 32.5836
  -- Solve :
          min -4.21621e-027  max 32.544
  -- Solve :
          min -4.21117e-027  max 32.5044
  -- Solve :
          min -4.20614e-027  max 32.4649
  -- Solve :
          min -4.20112e-027  max 32.4254
  -- Solve :
          min -4.19609e-027  max 32.386
  -- Solve :
          min -4.19108e-027  max 32.3466
  -- Solve :
          min -4.18607e-027  max 32.3073
  -- Solve :
          min -4.18106e-027  max 32.268
  -- Solve :
          min -4.17607e-027  max 32.2288
  -- Solve :
          min -4.17107e-027  max 32.1896
  -- Solve :
          min -4.16608e-027  max 32.1505
  -- Solve :
          min -4.1611e-027  max 32.1114
  -- Solve :
          min -4.15612e-027  max 32.0724
  -- Solve :
          min -4.15115e-027  max 32.0334
  -- Solve :
          min -4.14618e-027  max 31.9945
  -- Solve :
          min -4.14122e-027  max 31.9556
  -- Solve :
          min -4.13627e-027  max 31.9168
  -- Solve :
          min -4.13132e-027  max 31.878
  -- Solve :
          min -4.12637e-027  max 31.8393
  -- Solve :
          min -4.12143e-027  max 31.8006
  -- Solve :
          min -4.1165e-027  max 31.7619
  -- Solve :
          min -4.11157e-027  max 31.7233
  -- Solve :
          min -4.10664e-027  max 31.6848
  -- Solve :
          min -4.10173e-027  max 31.6463
  -- Solve :
          min -4.09681e-027  max 31.6078
  -- Solve :
          min -4.09191e-027  max 31.5694
  -- Solve :
          min -4.087e-027  max 31.5311
  -- Solve :
          min -4.08211e-027  max 31.4928
  -- Solve :
          min -4.07722e-027  max 31.4545
  -- Solve :
          min -4.07233e-027  max 31.4163
  -- Solve :
          min -4.06745e-027  max 31.3781
  -- Solve :
          min -4.06258e-027  max 31.34
  -- Solve :
          min -4.05771e-027  max 31.3019
  -- Solve :
          min -4.05284e-027  max 31.2639
  -- Solve :
          min -4.04798e-027  max 31.2259
  -- Solve :
          min -4.04313e-027  max 31.188
  -- Solve :
          min -4.03828e-027  max 31.1501
  -- Solve :
          min -4.03344e-027  max 31.1122
  -- Solve :
          min -4.0286e-027  max 31.0744
  -- Solve :
          min -4.02377e-027  max 31.0367
  -- Solve :
          min -4.01894e-027  max 30.999
  -- Solve :
          min -4.01412e-027  max 30.9613
  -- Solve :
          min -4.0093e-027  max 30.9237
  -- Solve :
          min -4.00449e-027  max 30.8862
  -- Solve :
          min -3.99969e-027  max 30.8486
  -- Solve :
          min -3.99489e-027  max 30.8112
  -- Solve :
          min -3.99009e-027  max 30.7737
  -- Solve :
          min -3.9853e-027  max 30.7364
  -- Solve :
          min -3.98052e-027  max 30.699
  -- Solve :
          min -3.97574e-027  max 30.6617
  -- Solve :
          min -3.97097e-027  max 30.6245
  -- Solve :
          min -3.9662e-027  max 30.5873
  -- Solve :
          min -3.96144e-027  max 30.5501
  -- Solve :
          min -3.95668e-027  max 30.513
  -- Solve :
          min -3.95193e-027  max 30.476
  -- Solve :
          min -3.94718e-027  max 30.439
  -- Solve :
          min -3.94244e-027  max 30.402
  -- Solve :
          min -3.9377e-027  max 30.3651
  -- Solve :
          min -3.93297e-027  max 30.3282
  -- Solve :
          min -3.92825e-027  max 30.2913
  -- Solve :
          min -3.92353e-027  max 30.2546
  -- Solve :
          min -3.91881e-027  max 30.2178
  -- Solve :
          min -3.9141e-027  max 30.1811
  -- Solve :
          min -3.9094e-027  max 30.1445
  -- Solve :
          min -3.9047e-027  max 30.1078
  -- Solve :
          min -3.9e-027  max 30.0713
  -- Solve :
          min -3.89531e-027  max 30.0348
  -- Solve :
          min -3.89063e-027  max 29.9983
  -- Solve :
          min -3.88595e-027  max 29.9618
  -- Solve :
          min -3.88128e-027  max 29.9255
  -- Solve :
          min -3.87661e-027  max 29.8891
  -- Solve :
          min -3.87195e-027  max 29.8528
  -- Solve :
          min -3.86729e-027  max 29.8166
  -- Solve :
          min -3.86264e-027  max 29.7803
  -- Solve :
          min -3.85799e-027  max 29.7442
  -- Solve :
          min -3.85335e-027  max 29.7081
  -- Solve :
          min -3.84872e-027  max 29.672
  -- Solve :
          min -3.84409e-027  max 29.6359
  -- Solve :
          min -3.83946e-027  max 29.6
  -- Solve :
          min -3.83484e-027  max 29.564
  -- Solve :
          min -3.83022e-027  max 29.5281
  -- Solve :
          min -3.82561e-027  max 29.4922
  -- Solve :
          min -3.82101e-027  max 29.4564
  -- Solve :
          min -3.81641e-027  max 29.4207
  -- Solve :
          min -3.81182e-027  max 29.3849
  -- Solve :
          min -3.80723e-027  max 29.3492
  -- Solve :
          min -3.80264e-027  max 29.3136
  -- Solve :
          min -3.79806e-027  max 29.278
  -- Solve :
          min -3.79349e-027  max 29.2424
  -- Solve :
          min -3.78892e-027  max 29.2069
  -- Solve :
          min -3.78436e-027  max 29.1715
  -- Solve :
          min -3.7798e-027  max 29.136
  -- Solve :
          min -3.77525e-027  max 29.1006
  -- Solve :
          min -3.7707e-027  max 29.0653
  -- Solve :
          min -3.76616e-027  max 29.03
  -- Solve :
          min -3.76162e-027  max 28.9948
  -- Solve :
          min -3.75709e-027  max 28.9595
  -- Solve :
          min -3.75256e-027  max 28.9244
  -- Solve :
          min -3.74804e-027  max 28.8893
  -- Solve :
          min -3.74352e-027  max 28.8542
  -- Solve :
          min -3.73901e-027  max 28.8191
  -- Solve :
          min -3.73451e-027  max 28.7841
  -- Solve :
          min -3.73001e-027  max 28.7492
  -- Solve :
          min -3.72551e-027  max 28.7143
  -- Solve :
          min -3.72102e-027  max 28.6794
  -- Solve :
          min -3.71653e-027  max 28.6446
  -- Solve :
          min -3.71205e-027  max 28.6098
  -- Solve :
          min -3.70758e-027  max 28.575
  -- Solve :
          min -3.70311e-027  max 28.5403
  -- Solve :
          min -3.69864e-027  max 28.5057
  -- Solve :
          min -3.69418e-027  max 28.471
  -- Solve :
          min -3.68973e-027  max 28.4365
  -- Solve :
          min -3.68528e-027  max 28.4019
  -- Solve :
          min -3.68083e-027  max 28.3674
  -- Solve :
          min -3.67639e-027  max 28.333
  -- Solve :
          min -3.67196e-027  max 28.2986
  -- Solve :
          min -3.66753e-027  max 28.2642
  -- Solve :
          min -3.6631e-027  max 28.2299
  -- Solve :
          min -3.65868e-027  max 28.1956
  -- Solve :
          min -3.65427e-027  max 28.1614
  -- Solve :
          min -3.64986e-027  max 28.1272
  -- Solve :
          min -3.64546e-027  max 28.093
  -- Solve :
          min -3.64106e-027  max 28.0589
  -- Solve :
          min -3.63666e-027  max 28.0248
  -- Solve :
          min -3.63227e-027  max 27.9908
  -- Solve :
          min -3.62789e-027  max 27.9568
  -- Solve :
          min -3.62351e-027  max 27.9228
  -- Solve :
          min -3.61914e-027  max 27.8889
  -- Solve :
          min -3.61477e-027  max 27.855
  -- Solve :
          min -3.6104e-027  max 27.8212
  -- Solve :
          min -3.60604e-027  max 27.7874
  -- Solve :
          min -3.60169e-027  max 27.7537
  -- Solve :
          min -3.59734e-027  max 27.72
  -- Solve :
          min -3.593e-027  max 27.6863
  -- Solve :
          min -3.58866e-027  max 27.6527
  -- Solve :
          min -3.58433e-027  max 27.6191
  -- Solve :
          min -3.58e-027  max 27.5855
  -- Solve :
          min -3.57567e-027  max 27.552
  -- Solve :
          min -3.57135e-027  max 27.5186
  -- Solve :
          min -3.56704e-027  max 27.4852
  -- Solve :
          min -3.56273e-027  max 27.4518
  -- Solve :
          min -3.55843e-027  max 27.4184
  -- Solve :
          min -3.55413e-027  max 27.3851
  -- Solve :
          min -3.54984e-027  max 27.3519
  -- Solve :
          min -3.54555e-027  max 27.3186
  -- Solve :
          min -3.54126e-027  max 27.2855
  -- Solve :
          min -3.53698e-027  max 27.2523
  -- Solve :
          min -3.53271e-027  max 27.2192
  -- Solve :
          min -3.52844e-027  max 27.1862
  -- Solve :
          min -3.52418e-027  max 27.1531
  -- Solve :
          min -3.51992e-027  max 27.1202
  -- Solve :
          min -3.51566e-027  max 27.0872
  -- Solve :
          min -3.51142e-027  max 27.0543
  -- Solve :
          min -3.50717e-027  max 27.0214
  -- Solve :
          min -3.50293e-027  max 26.9886
  -- Solve :
          min -3.4987e-027  max 26.9558
  -- Solve :
          min -3.49447e-027  max 26.9231
  -- Solve :
          min -3.49024e-027  max 26.8904
  -- Solve :
          min -3.48602e-027  max 26.8577
  -- Solve :
          min -3.48181e-027  max 26.8251
  -- Solve :
          min -3.4776e-027  max 26.7925
  -- Solve :
          min -3.47339e-027  max 26.76
  -- Solve :
          min -3.46919e-027  max 26.7275
  -- Solve :
          min -3.465e-027  max 26.695
  -- Solve :
          min -3.46081e-027  max 26.6626
  -- Solve :
          min -3.45662e-027  max 26.6302
  -- Solve :
          min -3.45244e-027  max 26.5978
  -- Solve :
          min -3.44827e-027  max 26.5655
